,Airline,Source,Destination,Route,Dep_Time,Additional_Info,Price,Stops
6733,IndiGo,Kolkata,Banglore,CCU → BLR,14:25,No info,4804.0,0
6734,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:55,No info,8371.0,1
6735,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,No info,13014.0,2
6736,Air Asia,Banglore,Delhi,BLR → DEL,04:55,No info,3383.0,0
6737,SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,No info,7298.0,0
6738,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,In-flight meal not included,4544.0,0
6739,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:55,No info,15147.0,1
6740,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:45,No info,10782.0,1
6741,IndiGo,Delhi,Cochin,DEL → BLR → COK,15:10,No info,6027.0,1
6742,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,In-flight meal not included,10919.0,2
6743,Air India,Delhi,Cochin,DEL → BLR → COK,06:10,No info,6681.0,1
6744,IndiGo,Banglore,Delhi,BLR → DEL,23:30,No info,3943.0,0
6745,Jet Airways,Delhi,Cochin,DEL → BOM → COK,21:50,In-flight meal not included,12898.0,1
6746,IndiGo,Delhi,Cochin,DEL → BOM → COK,18:35,No info,6628.0,1
6747,Air India,Delhi,Cochin,DEL → BLR → COK,20:30,No info,5022.0,1
6748,Air India,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,No info,12698.0,2
6749,Air Asia,Delhi,Cochin,DEL → BLR → COK,20:45,No info,10794.0,1
6750,IndiGo,Delhi,Cochin,DEL → BOM → COK,11:25,No info,6416.0,1
6751,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No info,4622.0,0
6752,IndiGo,Banglore,Delhi,BLR → DEL,13:00,No info,3943.0,0
6753,Air Asia,Kolkata,Banglore,CCU → BLR,19:55,No info,4508.0,0
6754,Vistara,Kolkata,Banglore,CCU → DEL → BLR,07:10,No info,8452.0,1
6755,Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,No info,13437.0,2
6756,Vistara,Chennai,Kolkata,MAA → CCU,17:45,No info,11982.0,0
6757,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,10844.0,1
6758,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,No info,15129.0,2
6759,Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,No info,14714.0,1
6760,IndiGo,Delhi,Cochin,DEL → BOM → COK,06:40,No info,6093.0,1
6761,IndiGo,Delhi,Cochin,DEL → BOM → COK,04:55,No info,5307.0,1
6762,GoAir,Delhi,Cochin,DEL → BOM → COK,14:25,No info,10188.0,1
6763,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,No info,14571.0,1
6764,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,No info,10976.0,2
6765,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,10844.0,1
6766,IndiGo,Kolkata,Banglore,CCU → BLR,20:20,No info,4488.0,0
6767,Air India,Delhi,Cochin,DEL → BOM → COK,23:00,No info,8582.0,1
6768,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:45,In-flight meal not included,10262.0,1
6769,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,8662.0,1
6770,IndiGo,Banglore,New Delhi,BLR → DEL,06:00,No info,4777.0,0
6771,Jet Airways,Mumbai,Hyderabad,BOM → HYD,15:50,In-flight meal not included,2071.0,0
6772,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,22:55,In-flight meal not included,11087.0,1
6773,Air India,Banglore,Delhi,BLR → DEL,21:05,No info,5228.0,0
6774,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,No info,12996.0,1
6775,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:00,No info,16736.0,1
6776,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,No info,13941.0,1
6777,Air India,Banglore,New Delhi,BLR → GAU → DEL,13:50,No info,9166.0,1
6778,Air India,Delhi,Cochin,DEL → TRV → COK,05:15,No info,12677.0,1
6779,Air India,Chennai,Kolkata,MAA → CCU,11:40,No info,4405.0,0
6780,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,12121.0,1
6781,Air India,Banglore,Delhi,BLR → DEL,21:05,No info,6121.0,0
6782,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,14388.0,1
6783,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,11467.0,1
6784,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,21:25,No info,13817.0,1
6785,Air India,Mumbai,Hyderabad,BOM → HYD,19:30,No info,3100.0,0
6786,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:40,No info,8266.0,1
6787,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,19:45,No info,13759.0,1
6788,IndiGo,Banglore,Delhi,BLR → DEL,00:25,No info,3943.0,0
6789,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,18:15,No info,12327.0,1
6790,IndiGo,Mumbai,Hyderabad,BOM → HYD,06:25,No info,4049.0,0
6791,SpiceJet,Banglore,Delhi,BLR → DEL,21:10,No check-in baggage included,3573.0,0
6792,Air Asia,Kolkata,Banglore,CCU → BLR,19:55,No info,4409.0,0
6793,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,No info,6565.0,2
6794,IndiGo,Kolkata,Banglore,CCU → BLR,21:25,No info,4174.0,0
6795,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,In-flight meal not included,4030.0,0
6796,Air Asia,Kolkata,Banglore,CCU → BLR,10:20,No info,4082.0,0
6797,Air India,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,No info,6117.0,2
6798,Jet Airways,Banglore,New Delhi,BLR → BDQ → DEL,05:50,In-flight meal not included,6163.0,1
6799,Jet Airways,Delhi,Cochin,DEL → BOM → COK,16:00,In-flight meal not included,6540.0,1
6800,SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,15:05,No info,4649.0,1
6801,Jet Airways,Delhi,Cochin,DEL → BOM → COK,21:50,In-flight meal not included,10262.0,1
6802,Vistara,Banglore,Delhi,BLR → DEL,19:30,No info,5613.0,0
6803,IndiGo,Banglore,New Delhi,BLR → DEL,08:30,No info,6144.0,0
6804,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,13067.0,1
6805,Vistara,Banglore,New Delhi,BLR → DEL,21:10,No info,7608.0,0
6806,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,7198.0,1
6807,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,13941.0,1
6808,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,In-flight meal not included,10368.0,2
6809,SpiceJet,Chennai,Kolkata,MAA → CCU,08:20,No check-in baggage included,3543.0,0
6810,IndiGo,Kolkata,Banglore,CCU → BLR,20:25,No info,4462.0,0
6811,Air India,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,No info,8005.0,2
6812,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,7064.0,1
6813,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,12121.0,1
6814,Air India,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,No info,8918.0,2
6815,Air India,Kolkata,Banglore,CCU → BOM → BLR,09:25,No info,8891.0,1
6816,Air India,Kolkata,Banglore,CCU → DEL → BLR,10:00,No info,10203.0,1
6817,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,No info,8073.0,1
6818,IndiGo,Delhi,Cochin,DEL → HYD → COK,16:10,No info,11237.0,1
6819,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,No info,13376.0,2
6820,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:10,No info,6513.0,1
6821,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,No info,13731.0,1
6822,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,In-flight meal not included,7064.0,1
6823,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,No info,16736.0,1
6824,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,In-flight meal not included,8586.0,1
6825,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,No info,11789.0,1
6826,IndiGo,Kolkata,Banglore,CCU → BLR,11:30,No info,5224.0,0
6827,IndiGo,Delhi,Cochin,DEL → COK,21:05,No info,6834.0,0
6828,IndiGo,Delhi,Cochin,DEL → BOM → COK,16:00,No info,6316.0,1
6829,Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,No info,11869.0,2
6830,Air Asia,Kolkata,Banglore,CCU → BLR,22:50,No info,4384.0,0
6831,IndiGo,Kolkata,Banglore,CCU → BLR,14:25,No info,5644.0,0
6832,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,No info,19681.0,2
6833,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,13377.0,1
6834,Multiple carriers,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,No info,10090.0,2
6835,Jet Airways,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,17:50,No info,20845.0,2
6836,Vistara,Banglore,Delhi,BLR → DEL,17:00,No info,4878.0,0
6837,IndiGo,Mumbai,Hyderabad,BOM → HYD,21:20,No info,2227.0,0
6838,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,6442.0,1
6839,SpiceJet,Banglore,Delhi,BLR → DEL,21:10,No check-in baggage included,3257.0,0
6840,Jet Airways,Banglore,Delhi,BLR → DEL,06:00,In-flight meal not included,7229.0,0
6841,Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,No info,15164.0,2
6842,IndiGo,Banglore,New Delhi,BLR → DEL,10:10,No info,10067.0,0
6843,Air India,Delhi,Cochin,DEL → COK,14:10,No info,5674.0,0
6844,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,14:05,No info,20800.0,1
6845,IndiGo,Delhi,Cochin,DEL → HYD → COK,06:50,No info,7144.0,1
6846,Air India,Delhi,Cochin,DEL → COK,05:10,No info,6094.0,0
6847,Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,In-flight meal not included,4050.0,0
6848,SpiceJet,Chennai,Kolkata,MAA → CCU,09:45,No check-in baggage included,3859.0,0
6849,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,No info,11664.0,2
6850,Multiple carriers,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,In-flight meal not included,7731.0,2
6851,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,12692.0,1
6852,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,No info,11307.0,2
6853,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,In-flight meal not included,8586.0,1
6854,IndiGo,Banglore,New Delhi,BLR → STV → DEL,11:20,No info,5746.0,1
6855,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,13378.0,1
6856,Air India,Banglore,New Delhi,BLR → DEL,17:00,No info,7486.0,0
6857,SpiceJet,Chennai,Kolkata,MAA → CCU,09:30,No info,7298.0,0
6858,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:40,No info,7005.0,1
6859,IndiGo,Kolkata,Banglore,CCU → BLR,17:15,No info,4804.0,0
6860,IndiGo,Delhi,Cochin,DEL → BOM → COK,04:45,No info,16162.0,1
6861,IndiGo,Banglore,Delhi,BLR → DEL,00:30,No info,3419.0,0
6862,Air Asia,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,No info,5192.0,2
6863,Air Asia,Kolkata,Banglore,CCU → BLR,10:20,No info,4409.0,0
6864,Jet Airways,Banglore,Delhi,BLR → DEL,08:20,No info,7229.0,0
6865,IndiGo,Banglore,New Delhi,BLR → HYD → DEL,16:55,No info,5397.0,1
6866,Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,In-flight meal not included,6542.0,1
6867,GoAir,Delhi,Cochin,DEL → BOM → COK,10:25,No info,5281.0,1
6868,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,12:50,No info,8266.0,1
6869,Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,In-flight meal not included,10262.0,1
6870,Vistara,Kolkata,Banglore,CCU → DEL → BLR,20:20,No info,11105.0,1
6871,Jet Airways,Banglore,Delhi,BLR → DEL,08:20,In-flight meal not included,4544.0,0
6872,Air India,Kolkata,Banglore,CCU → BLR,14:15,No info,4960.0,0
6873,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:55,No info,16736.0,1
6874,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,13377.0,1
6875,SpiceJet,Mumbai,Hyderabad,BOM → HYD,13:15,No info,2227.0,0
6876,Air India,Mumbai,Hyderabad,BOM → HYD,06:20,No info,3100.0,0
6877,Air India,Mumbai,Hyderabad,BOM → HYD,21:05,No info,3100.0,0
6878,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No info,3873.0,0
6879,IndiGo,Mumbai,Hyderabad,BOM → HYD,20:05,No info,5232.0,0
6880,Jet Airways,Banglore,Delhi,BLR → DEL,18:55,In-flight meal not included,3359.0,0
6881,IndiGo,Banglore,New Delhi,BLR → DEL,07:10,No info,6144.0,0
6882,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,7725.0,1
6883,Air India,Banglore,New Delhi,BLR → DEL,21:05,No info,4441.0,0
6884,Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,No info,10703.0,3
6885,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,In-flight meal not included,8529.0,1
6886,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:00,No info,14973.0,1
6887,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,14571.0,1
6888,SpiceJet,Banglore,Delhi,BLR → DEL,21:10,No check-in baggage included,3257.0,0
6889,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,16:55,In-flight meal not included,11087.0,1
6890,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No info,3873.0,0
6891,SpiceJet,Banglore,Delhi,BLR → DEL,09:30,No info,4423.0,0
6892,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,No info,11753.0,2
6893,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,14571.0,1
6894,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,No info,8475.0,1
6895,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,No info,13941.0,1
6896,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:45,No info,16079.0,1
6897,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:00,No info,13399.0,1
6898,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,No info,9653.0,2
6899,Jet Airways,Delhi,Cochin,DEL → BOM → COK,10:00,No info,14714.0,1
6900,Air Asia,Banglore,Delhi,BLR → DEL,11:10,No info,3383.0,0
6901,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,14:05,No info,22270.0,1
6902,Vistara,Chennai,Kolkata,MAA → CCU,07:05,No info,5944.0,0
6903,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,9663.0,1
6904,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:40,No info,7740.0,1
6905,Air India,Kolkata,Banglore,CCU → DEL → BLR,20:30,No info,7211.0,1
6906,Jet Airways,Banglore,Delhi,BLR → DEL,18:55,No info,7229.0,0
6907,IndiGo,Kolkata,Banglore,CCU → BLR,11:30,No info,4174.0,0
6908,Air India,Kolkata,Banglore,CCU → BLR,14:15,No info,5170.0,0
6909,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:10,No info,15135.0,1
6910,SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,15:05,No info,4649.0,1
6911,Vistara,Banglore,Delhi,BLR → DEL,07:00,No info,4668.0,0
6912,Air India,Delhi,Cochin,DEL → MAA → COK,20:40,No info,7480.0,1
6913,Air India,Banglore,Delhi,BLR → DEL,17:00,No info,6121.0,0
6914,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,15129.0,2
6915,Air India,Kolkata,Banglore,CCU → GAU → BLR,09:50,No info,7452.0,1
6916,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,In-flight meal not included,10539.0,1
6917,IndiGo,Banglore,New Delhi,BLR → DEL,22:20,No info,7648.0,0
6918,SpiceJet,Banglore,New Delhi,BLR → DEL,09:35,No info,3925.0,0
6919,IndiGo,Chennai,Kolkata,MAA → CCU,13:15,No info,3597.0,0
6920,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,8586.0,1
6921,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,No info,13591.0,2
6922,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:05,No info,9646.0,1
6923,Vistara,Banglore,Delhi,BLR → DEL,09:45,No info,4668.0,0
6924,Air India,Kolkata,Banglore,CCU → DEL → BLR,10:00,No info,10203.0,1
6925,Air India,Banglore,New Delhi,BLR → COK → DEL,06:55,No info,7932.0,1
6926,Air India,Kolkata,Banglore,CCU → BOM → BLR,16:50,No info,7893.0,1
6927,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,In-flight meal not included,13029.0,2
6928,Jet Airways,Delhi,Cochin,DEL → BOM → COK,09:00,In-flight meal not included,10262.0,1
6929,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,19:20,No info,3574.0,1
6930,Air Asia,Delhi,Cochin,DEL → BLR → COK,07:55,No info,8759.0,1
6931,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:00,In-flight meal not included,13502.0,1
6932,Air India,Kolkata,Banglore,CCU → MAA → BLR,14:35,No info,6528.0,1
6933,Jet Airways,Delhi,Cochin,DEL → BOM → COK,15:05,In-flight meal not included,6017.0,1
6934,Vistara,Banglore,Delhi,BLR → DEL,19:30,No info,5613.0,0
6935,Jet Airways,Mumbai,Hyderabad,BOM → HYD,08:45,No info,8040.0,0
6936,IndiGo,Banglore,New Delhi,BLR → DEL,04:00,No info,5694.0,0
6937,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,In-flight meal not included,12898.0,1
6938,Air Asia,Kolkata,Banglore,CCU → DEL → BLR,07:35,No info,5192.0,1
6939,Jet Airways,Delhi,Cochin,DEL → BOM → COK,15:00,No info,14714.0,1
6940,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,No info,13817.0,1
6941,Jet Airways,Delhi,Cochin,DEL → BOM → COK,09:00,No info,14714.0,1
6942,IndiGo,Chennai,Kolkata,MAA → CCU,19:35,No info,3597.0,0
6943,Air India,Banglore,Delhi,BLR → DEL,13:20,No info,6121.0,0
6944,Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,No info,11642.0,2
6945,Jet Airways,Delhi,Cochin,DEL → BOM → COK,16:00,No info,15764.0,1
6946,IndiGo,Kolkata,Banglore,CCU → BLR,04:40,No info,4804.0,0
6947,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,No info,13223.0,2
6948,IndiGo,Chennai,Kolkata,MAA → CCU,11:35,No info,3858.0,0
6949,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:20,No info,6795.0,1
6950,Air Asia,Delhi,Cochin,DEL → BLR → COK,16:45,No info,8327.0,1
6951,Air India,Delhi,Cochin,DEL → BLR → COK,09:30,No info,8907.0,1
6952,IndiGo,Kolkata,Banglore,CCU → GAU → BLR,15:10,No info,7095.0,1
6953,Air India,Delhi,Cochin,DEL → BOM → COK,21:00,No info,6902.0,1
6954,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,In-flight meal not included,13029.0,2
6955,Air India,Delhi,Cochin,DEL → BOM → COK,10:00,No info,8372.0,1
6956,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,In-flight meal not included,10844.0,1
6957,Air Asia,Kolkata,Banglore,CCU → BLR,19:35,No info,4384.0,0
6958,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,12121.0,1
6959,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,11467.0,1
6960,IndiGo,Banglore,New Delhi,BLR → DEL,20:00,No info,6860.0,0
6961,Air India,Delhi,Cochin,DEL → BOM → COK,10:00,No info,11241.0,1
6962,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,19:45,No info,13759.0,1
6963,IndiGo,Kolkata,Banglore,CCU → BBI → BLR,19:35,No info,4226.0,1
6964,IndiGo,Delhi,Cochin,DEL → BOM → COK,16:00,No info,9274.0,1
6965,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,12192.0,1
6966,IndiGo,Kolkata,Banglore,CCU → BLR,09:35,No info,4804.0,0
6967,Jet Airways,Delhi,Cochin,DEL → BOM → COK,11:30,In-flight meal not included,10262.0,1
6968,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,In-flight meal not included,10262.0,1
6969,IndiGo,Mumbai,Hyderabad,BOM → HYD,16:55,No info,3175.0,0
6970,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,In-flight meal not included,12898.0,1
6971,Jet Airways,Delhi,Cochin,DEL → COK,11:00,No info,9564.0,0
6972,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,No info,12819.0,2
6973,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,No info,15187.0,2
6974,Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,No info,12802.0,2
6975,IndiGo,Kolkata,Banglore,CCU → BLR,09:35,No info,4804.0,0
6976,SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,No info,6300.0,0
6977,SpiceJet,Kolkata,Banglore,CCU → BLR,17:10,No info,3873.0,0
6978,IndiGo,Kolkata,Banglore,CCU → BLR,17:15,No info,5224.0,0
6979,Air India,Banglore,Delhi,BLR → DEL,21:05,No info,5228.0,0
6980,Air India,Mumbai,Hyderabad,BOM → BLR → HYD,09:15,No info,8065.0,1
6981,Air India,Banglore,Delhi,BLR → DEL,21:05,No info,4441.0,0
6982,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:35,No info,7354.0,1
6983,Air India,Delhi,Cochin,DEL → COK,05:10,No info,6094.0,0
6984,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,In-flight meal not included,7064.0,1
6985,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,No info,13292.0,2
6986,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,No info,13376.0,2
6987,Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,In-flight meal not included,7791.0,2
6988,Air India,Delhi,Cochin,DEL → MAA → COK,12:30,No info,7480.0,1
6989,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,08:10,No info,5069.0,1
6990,SpiceJet,Banglore,Delhi,BLR → DEL,09:30,No check-in baggage included,3257.0,0
6991,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,12:50,No info,34273.0,1
6992,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,No info,16704.0,2
6993,Air India,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,No info,11432.0,2
6994,Air India,Mumbai,Hyderabad,BOM → HYD,21:05,No info,4307.0,0
6995,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,In-flight meal not included,13029.0,2
6996,Air India,Mumbai,Hyderabad,BOM → HYD,15:00,No info,3100.0,0
6997,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,19:45,In-flight meal not included,10031.0,1
6998,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No check-in baggage included,3841.0,0
6999,Jet Airways,Banglore,Delhi,BLR → DEL,19:50,In-flight meal not included,4030.0,0
7000,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,No info,10441.0,2
7001,Air India,Kolkata,Banglore,CCU → BBI → IXR → DEL → BLR,12:00,No info,14221.0,3
7002,Jet Airways,Delhi,Cochin,DEL → BOM → COK,11:30,In-flight meal not included,10262.0,1
7003,Jet Airways,Banglore,Delhi,BLR → DEL,11:10,No info,7229.0,0
7004,IndiGo,Banglore,New Delhi,BLR → DEL,13:00,No info,8033.0,0
7005,IndiGo,Delhi,Cochin,DEL → HYD → COK,05:05,No info,6818.0,1
7006,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:45,No info,7485.0,1
7007,SpiceJet,Banglore,Delhi,BLR → DEL,09:30,No info,3971.0,0
